NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR,JENJANG,Unnamed: 0,BENTUK PENDIDIKAN,WAKTU PENYELENGGARAAN,AKREDITASI_CLEAN,QUALITY_SCORE
SMA Islam Bakti Asih,70027168,SMA,Pasirlayung,Padasuka,Kec. Cimenyan,Kab. Bandung,Prov. Jawa Barat,40192.0,-6.8851,107.6618,SWASTA,BELUM AKREDITASI,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,TT,20
SMA ISLAM TERPADU AL-GHOFAR,70040230,SMA,Cikadut,Cikadut,Kec. Cimenyan,Kab. Bandung,Prov. Jawa Barat,40193.0,-6.875,107.6843,SWASTA,BELUM AKREDITASI,Ada,Ada,Mata air terlindungi,Cukup,SMA,,,,TT,20
SMA ISLAM TERPADU QORDOVA,70040505,SMA,,Rancaekek Wetan,Kec. Rancaekek,Kab. Bandung,Prov. Jawa Barat,40394.0,-6.9715,107.7521,SWASTA,BELUM AKREDITASI,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,TT,20
SMA IT DANUL FALAH,20228503,SMA,-,Margamekar,Kec. Pangalengan,Kab. Bandung,Prov. Jawa Barat,40378.0,-7.1887,107.5802,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA IT DIPATIUKUR,20240399,SMA,Kp Loa Sasak,Mekarsari,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381.0,-7.0302,107.7394,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA IT NURUL WASILAH,70040223,SMA,,Waluya,Kec. Cicalengka,Kab. Bandung,Prov. Jawa Barat,40395.0,-6.9943,107.8424,SWASTA,BELUM AKREDITASI,Ada,Ada,Pompa,Cukup,SMA,,,,TT,20
SMA K 3 BINA BAKTI,60728545,SMA,-,Sayati,Kec. Margahayu,Kab. Bandung,Prov. Jawa Barat,40226.0,-6.9659483,107.5739417,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA KARANG ARUM CILENGKRANG,20227852,SMA,Jatiendah,Cilengkrang,Kec. Cilengkrang,Kab. Bandung,Prov. Jawa Barat,40616.0,-6.8975728,107.6989683,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA KARYA BUDI CILEUNYI,20227853,SMA,Kp. Pasantren,Cimekar,Kec. Cileunyi,Kab. Bandung,Prov. Jawa Barat,40393.0,-6.937,107.7409,SWASTA,A,Ada,Tidak ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA KP 1 CIPARAY,20227848,SMA,-,Pakutandang,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381.0,-7.0416,107.7119,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA KP 1 PASEH,20227850,SMA,-,Ibun,Kec. Ibun,Kab. Bandung,Prov. Jawa Barat,40384.0,-7.0859,107.7617,SWASTA,A,Ada,Ada,Mata air terlindungi,Kurang,SMA,,,,A,100
SMA KP 2 CIPARAY,20227842,SMA,Tonjong,Mekarlaksana,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381.0,-7.0693,107.6945,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA KP 2 PASEH,20227843,SMA,-,Drawati,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,40383.0,-7.0567,107.7942,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup,SMA,,,,B,75
SMA KP 3 PASEH,20240400,SMA,Malang,Loa,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,40383.0,-7.0799,107.7932,SWASTA,B,Ada,Ada,Mata air terlindungi,Kurang,SMA,,,,B,75
SMA KP BALEENDAH,20228442,SMA,,Baleendah,Kec. Baleendah,Kab. Bandung,Prov. Jawa Barat,40375.0,-7.002,107.6227,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA KP BAROS ARJASARI,20227846,SMA,-,Baros,Kec. Arjasari,Kab. Bandung,Prov. Jawa Barat,40379.0,-7.0543,107.6161,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA KP CICALENGKA,20227814,SMA,SAWAH LEGA,Nagrog,Kec. Cicalengka,Kab. Bandung,Prov. Jawa Barat,40395.0,-6.9982,107.8619,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA KP CIWIDEY PASIRJAMBU,20227849,SMA,Mekarasa,Pasirjambu,Kec. Pasirjambu,Kab. Bandung,Prov. Jawa Barat,40972.0,-7.095,107.4745,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA KP MARGAHAYU,20227851,SMA,-,Margahayu Selatan,Kec. Margahayu,Kab. Bandung,Prov. Jawa Barat,40226.0,-6.9763,107.5668,SWASTA,A,Ada,Ada,Ledeng/PAM,Tidak ada,SMA,,,,A,100
SMA MAHAWARMAN,20227855,SMA,-,Cikancung,Kec. Cikancung,Kab. Bandung,Prov. Jawa Barat,40390.0,-7.012,107.8257,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA MAJALAYA PUTRA,20227856,SMA,Majakerta,Majakerta,Kec. Majalaya,Kab. Bandung,Prov. Jawa Barat,40382.0,-7.05,107.7645,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA MANGGALA,20256638,SMA,MARUYUNG,Maruyung,Kec. Pacet,Kab. Bandung,Prov. Jawa Barat,40385.0,-7.1039,107.703,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA MARDIKA PASEH,20227857,SMA,Mekarpawitan,Mekarpawitan,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,40383.0,-7.0494,107.7793,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA MATHLAUL ANWAR MARGAHAYU,20251781,SMA,Margahayu Selatan,Margahayu Selatan,Kec. Margahayu,Kab. Bandung,Prov. Jawa Barat,40226.0,-6.9760833,107.567895,SWASTA,A,Ada,Ada,Ledeng/PAM,Tidak ada,SMA,,,,A,100
SMA MEKAR ARUM CILEUNYI,20227858,SMA,Desa Cinunuk,Cinunuk,Kec. Cileunyi,Kab. Bandung,Prov. Jawa Barat,40624.0,-6.936528,107.731219,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA MUHAMMADIYAH 2 MAJALAYA,20227860,SMA,Majasetra,Majasetra,Kec. Majalaya,Kab. Bandung,Prov. Jawa Barat,40382.0,-7.0392,107.7548,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA MUHAMMADIYAH 3 CIPARAY,20227861,SMA,Serang Mekar,Serangmekar,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381.0,-7.0334,107.7052,SWASTA,B,Ada,Tidak ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA MUHAMMADIYAH 4 MARGAHAYU,20227862,SMA,-,Sayati,Kec. Margahayu,Kab. Bandung,Prov. Jawa Barat,40228.0,-6.9726883,107.573255,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA MUHAMMADIYAH 5 RANCAEKEK,20227863,SMA,Babakan Harja,Rancaekek Wetan,Kec. Rancaekek,Kab. Bandung,Prov. Jawa Barat,40394.0,-6.9592,107.7615,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA MUHAMMADIYAH 6 KERTASARI,20227864,SMA,Lebaksari,Cibeureum,Kec. Kertasari,Kab. Bandung,Prov. Jawa Barat,40386.0,-7.1945,107.6749,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA MUTIARA SANDI,20228467,SMA,Pasar Kemis,Manggahang,Kec. Baleendah,Kab. Bandung,Prov. Jawa Barat,40375.0,-7.018487,107.654023,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA NURUZAMAN CILENGKRANG,20228469,SMA,Kp. Pasir Angin,Cilengkrang,Kec. Cilengkrang,Kab. Bandung,Prov. Jawa Barat,40615.0,-6.8931,107.7235,SWASTA,A,Ada,Ada,Pompa,Kurang,SMA,,,,A,100
SMA PASUNDAN MAJALAYA,20256636,SMA,Majalaya,Sukamaju,Kec. Majalaya,Kab. Bandung,Prov. Jawa Barat,40382.0,-7.048,107.7528,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA PASUNDAN RANCAEKEK,20227918,SMA,Kencana,Rancaekek Kencana,Kec. Rancaekek,Kab. Bandung,Prov. Jawa Barat,40394.0,-6.9744,107.7568,SWASTA,A,Ada,Ada,Sumur tidak terlindungi,Cukup,SMA,,,,A,100
SMA PELITA BUNGA BANGSA,20227874,SMA,-,Arjasari,Kec. Arjasari,Kab. Bandung,Prov. Jawa Barat,40379.0,-7.0557491,107.6462102,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA PEMUDA BANJARAN,20227875,SMA,Kamasan,Kamasan,Kec. Banjaran,Kab. Bandung,Prov. Jawa Barat,40377.0,-7.048179,107.583314,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA PERKAPEN SINUMBRA,20227876,SMA,KP. SINUMBRA,Indragiri,Kec. Rancabali,Kab. Bandung,Prov. Jawa Barat,40973.0,-7.1502,107.3338,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA PGRI 31 PANGALENGAN,20227871,SMA,Pangalengan,Pangalengan,Kec. Pangalengan,Kab. Bandung,Prov. Jawa Barat,40378.0,-7.176,107.5709,SWASTA,A,Ada,Ada,Ledeng/PAM,Tidak ada,SMA,,,,A,100
SMA PGRI CICALENGKA,20251784,SMA,CIKUYA,Cikuya,Kec. Cicalengka,Kab. Bandung,Prov. Jawa Barat,40395.0,-6.9818,107.8294,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA PGRI RANCAEKEK,20206133,SMA,Pasantren,Bojongloa,Kec. Rancaekek,Kab. Bandung,Prov. Jawa Barat,40394.0,-6.9537,107.7659,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA PLUS BABUSSALAM CIMENYAN,20227816,SMA,Ciburial,Ciburial,Kec. Cimenyan,Kab. Bandung,Prov. Jawa Barat,40069.0,-6.856939,107.644165,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA PLUS ISLAM PACET,20227877,SMA,-,Maruyung,Kec. Pacet,Kab. Bandung,Prov. Jawa Barat,40385.0,-7.1501,107.3335,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA PLUS MERDEKA SOREANG,20227878,SMA,-,Soreang,Kec. Soreang,Kab. Bandung,Prov. Jawa Barat,40911.0,-7.0339433,107.5402183,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA PLUS TEBAR ILMU CIPARAY,20227921,SMA,papakserang,Serangmekar,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381.0,-7.0255,107.6919,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA PUQ PAMEUNGPEUK,20227815,SMA,Bojongpulus,Sukasari,Kec. Pameungpeuk,Kab. Bandung,Prov. Jawa Barat,40376.0,-7.0186,107.5928,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA PUTRA INDONESIA PASEH,20227879,SMA,-,Cipaku,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,40383.0,-7.049,107.7769,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA SAPTA DHARMA,20206132,SMA,-,Pamekaran,Kec. Soreang,Kab. Bandung,Prov. Jawa Barat,40912.0,-7.0255833,107.5170467,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang,SMA,,,,A,100
SMA SOREANG PUTRA,20206142,SMA,-,Soreang,Kec. Soreang,Kab. Bandung,Prov. Jawa Barat,40912.0,-7.0247366,107.5211483,SWASTA,A,Ada,Tidak ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA SWADAYA KARYA CIWIDEY,20227881,SMA,Cibadak,Sukaresmi,Kec. Rancabali,Kab. Bandung,Prov. Jawa Barat,40973.0,-7.1933,107.3635,SWASTA,B,Ada,Ada,Air sungai,Cukup,SMA,,,,B,75
SMA TALENTA,20252198,SMA,Mekar Rahayu,Mekar Rahayu,Kec. Margaasih,Kab. Bandung,Prov. Jawa Barat,40218.0,-6.963448,107.558645,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA TAMAN SISWA RANCAEKEK,20227920,SMA,Rancanilem,Bojongloa,Kec. Rancaekek,Kab. Bandung,Prov. Jawa Barat,40394.0,-6.9716,107.7644,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA TELKOM BANDUNG,20228479,SMA,-,Citeureup,Kec. Dayeuhkolot,Kab. Bandung,Prov. Jawa Barat,40257.0,-6.9734,107.6263,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA TERPADU AL-MUMIN,20227912,SMA,Sadang,Sukamantri,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,40383.0,-7.0516,107.7707,SWASTA,B,Ada,Ada,Pompa,Kurang,SMA,,,,B,75
SMA TERPADU BAITURRAHMAN,20227827,SMA,BOJONG,Cikoneng,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381.0,-7.0719,107.7027,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA TERPADU BANDUNG IBUN,20227882,SMA,Cibeet,Cibeet,Kec. Ibun,Kab. Bandung,Prov. Jawa Barat,40384.0,-7.0848,107.7607,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup,SMA,,,,B,75
SMA TUNAS BARU CIPARAY,20227884,SMA,-,Gunungleutik,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381.0,-7.035121,107.709045,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA YADIKA CICALENGKA,20251788,SMA,Kp. Cikopo,Tenjolaya,Kec. Cicalengka,Kab. Bandung,Prov. Jawa Barat,40395.0,-6.9833,107.8409,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA YADIKA SOREANG,69984529,SMA,BOJONG KONENG,Cingcin,Kec. Soreang,Kab. Bandung,Prov. Jawa Barat,40910.0,-7.0249,107.5365,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA YAPI AL-HUSAENI,20227886,SMA,LEBAKBIRU,Ciheulang,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381.0,-7.0261,107.6813,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA YP BINA BANGSA,20227825,SMA,Sindangreret,Sukasari,Kec. Pameungpeuk,Kab. Bandung,Prov. Jawa Barat,40376.0,-7.0185,107.5916,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA YPPI BALEENDAH,20251790,SMA,BALEENDAH,Baleendah,Kec. Baleendah,Kab. Bandung,Prov. Jawa Barat,40375.0,-7.0105162,107.6289913,SWASTA,A,Ada,Ada,Ledeng/PAM,Kurang,SMA,,,,A,100
SMA YUMIK BANJARAN,20227887,SMA,Sindangpanon,Sindangpanon,Kec. Banjaran,Kab. Bandung,Prov. Jawa Barat,40377.0,-7.0498,107.5837,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS AL FIIL,20240394,SMA,-,Gajahmekar,Kec. Kutawaringin,Kab. Bandung,Prov. Jawa Barat,40951.0,-6.9711083,107.5322217,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang,SMA,,,,A,100
SMAS AL MADINA,20240396,SMA,-,Sukamanah,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,40383.0,-7.0417,107.7679,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMAS HARAPAN BANGSA BALEENDAH,20227839,SMA,-,Baleendah,Kec. Baleendah,Kab. Bandung,Prov. Jawa Barat,40375.0,-7.0080034,107.6213319,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS ISLAM TERPADU SASAMA,20273960,SMA,Metrul,Pangguh,Kec. Ibun,Kab. Bandung,Prov. Jawa Barat,40384.0,-7.1015,107.7447,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup,SMA,,,,B,75
SMA NEGERI 1 GUNUNG HALU,20206212,SMA,-,Sirnajaya,Kec. Gununghalu,Kab. Bandung Barat,Prov. Jawa Barat,40565.0,-7.0163,107.3073,NEGERI,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA NEGERI 1 LEMBANG,20206211,SMA,Pangragajian,Kayuambon,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391.0,-6.8198,107.6317,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA NEGERI 1 NGAMPRAH,20227908,SMA,-,Tanimulya,Kec. Ngamprah,Kab. Bandung Barat,Prov. Jawa Barat,40552.0,-6.8579,107.5291,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA NEGERI 1 SAGULING,69824839,SMA,Jalupang,GIRIMUKTI,Kec. Saguling,Kab. Bandung Barat,Prov. Jawa Barat,40561.0,-6.8879,107.4224,NEGERI,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA NEGERI 2 LEMBANG,69965194,SMA,Lembang,Langensari,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391.0,-6.8261,107.6437,NEGERI,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMAN 1 BATUJAJAR,20227902,SMA,Selacau,Selacau,Kec. Batujajar,Kab. Bandung Barat,Prov. Jawa Barat,40561.0,-6.9295,107.5054,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 1 CIKALONGWETAN,20251782,SMA,-,Mandalamukti,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556.0,-6.7477,107.4431,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAN 1 CILILIN,20206146,SMA,CILILIN,Cililin,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562.0,-6.9552104,107.4585243,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 1 CIPATAT,20206144,SMA,Ciptaharja,Ciptaharja,Kec. Cipatat,Kab. Bandung Barat,Prov. Jawa Barat,40754.0,-6.8402,107.3714,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 1 CIPEUNDEUY,20206131,SMA,-,NANGGELENG,Kec. Cipeundeuy,Kab. Bandung Barat,Prov. Jawa Barat,40558.0,-6.763,107.3659,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 1 CIPONGKOR,20227869,SMA,Ciakar,Sarinagen,Kec. Cipongkor,Kab. Bandung Barat,Prov. Jawa Barat,40764.0,-6.9385,107.3604,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAN 1 CISARUA,20206227,SMA,Jambudipa,Jambudipa,Kec. Cisarua,Kab. Bandung Barat,Prov. Jawa Barat,40551.0,-6.817293,107.548995,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang,SMA,,,,A,100
SMAN 1 PADALARANG,20206208,SMA,Padalarang,Padalarang,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553.0,-6.8432,107.4759,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 1 PARONGPONG,20227901,SMA,-,Cihanjuang Rahayu,Kec. Parongpong,Kab. Bandung Barat,Prov. Jawa Barat,40559.0,-6.8098,107.5762,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 1 RONGGA,20267642,SMA,3 CINEMRANG,Bojong,Kec. Rongga,Kab. Bandung Barat,Prov. Jawa Barat,40565.0,-6.9904,107.2695,NEGERI,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMAN 1 SINDANGKERTA,20227909,SMA,Dusun II,Puncaksari,Kec. Sindangkerta,Kab. Bandung Barat,Prov. Jawa Barat,40563.0,-6.9899,107.3934,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAN 2 PADALARANG,20227910,SMA,-,Jayamekar,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553.0,-6.8527,107.4759,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
Bandung Alliance Intercultural School,69965155,SPK SMA,Cipendeuy,Cipeundeuy,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553.0,-6.8683,107.467,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA AL - AZIZ ISLAMIC BOARDING SCHOOL,69964337,SMA,GANDRUNG,Jambudipa,Kec. Cisarua,Kab. Bandung Barat,Prov. Jawa Barat,40551.0,-6.81799,107.560353,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA AL AZHAR SYIFA BUDI PARAHYANGAN,69968020,SMA,Cimareme,Cimareme,Kec. Ngamprah,Kab. Bandung Barat,Prov. Jawa Barat,40552.0,-6.8597721,107.5003349,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA AL MUKHTARIYAH RAJAMANDALA,20279932,SMA,-,Mandalasari,Kec. Cipatat,Kab. Bandung Barat,Prov. Jawa Barat,40754.0,-6.8316,107.3475,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA AN NAJA BOARDING SCHOOL,69945707,SMA,kp.margaluyu,Cipeundeuy,Kec. Cipeundeuy,Kab. Bandung Barat,Prov. Jawa Barat,40558.0,-6.7772672,107.370678,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA BINA MANDIRI,69962773,SMA,Dangdeur,Weninggalih,Kec. Sindangkerta,Kab. Bandung Barat,Prov. Jawa Barat,40563.0,-7.0189,107.4054,SWASTA,C,Ada,Tidak ada,Sumur terlindungi,Cukup,SMA,,,,C,50
SMA BINA PERSADA,70045164,SMA,,Padalarang,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,,-6.8726,107.4721,SWASTA,BELUM AKREDITASI,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,TT,20
SMA DAARUT TAUHIID BOARDING SCHOOL,69893110,SMA,Kp. Pangsor,Cigugur Girang,Kec. Parongpong,Kab. Bandung Barat,Prov. Jawa Barat,40559.0,-6.8359,107.5839,SWASTA,A,Ada,Ada,Ledeng/PAM,Kurang,SMA,,,,A,100
SMA DARUN NASYA,69897177,SMA,pagerwangi,Pagerwangi,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391.0,-6.8306,107.6205,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA Global Solusi Indonesia,70031480,SMA,,Selacau,Kec. Batujajar,Kab. Bandung Barat,Prov. Jawa Barat,40561.0,-6.9269,107.4987,SWASTA,BELUM AKREDITASI,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,TT,20
SMA IT DAARUL ADZKIA,70039946,SMA,Selakuning,Mekarjaya,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556.0,-6.7919,107.4772,SWASTA,BELUM AKREDITASI,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,TT,20
SMA IT FITHRAH INSANI,69933838,SMA,Kp. Cijerah,Tanimulya,Kec. Ngamprah,Kab. Bandung Barat,Prov. Jawa Barat,40552.0,-6.8476237,107.508647,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA LEPPESA 2 CILILIN,69946120,SMA,DUSUN IV,Mukapayung,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562.0,-6.9862,107.467,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,C,50
SMA MADYA UTAMA,69899353,SMA,Nanggerang,Nanggerang,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562.0,-7.0256,107.4582,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA MUSLIMIN RONGGA,69918550,SMA,Genggong,Cinengah,Kec. Rongga,Kab. Bandung Barat,Prov. Jawa Barat,40565.0,-6.9616,107.2826,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA Mutiara Nusantara,69930027,SPK SMA,Sukabaru,Cihideung,Kec. Parongpong,Kab. Bandung Barat,Prov. Jawa Barat,40559.0,-6.8471,107.592,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup,SMA,,,,B,75
SMA NURUL FIKRI BOARDING SCHOOL LEMBANG,20269747,SMA,Cibodas,Cibodas,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391.0,-6.8199,107.674,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup,SMA,,,,A,100
SMA PP BAITUL IZZAH NUSANTARA,69945428,SMA,SUKALUYU,Suntenjaya,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391.0,-6.8325,107.7061,SWASTA,A,Ada,Tidak ada,Mata air tdk terlindungi,Kurang,SMA,,,,A,100
SMA TARUNA NUSANTARA INDONESIA,69964619,SMA,Kp. Warga Saluyu,Cisomang Barat,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556.0,-6.7228,107.4544,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA TERPADU RIYADLUL HUDA,70031817,SMA,Ngamprah,Ngamprah,Kec. Ngamprah,Kab. Bandung Barat,Prov. Jawa Barat,40552.0,-6.8318,107.4992,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMAS AL BIDAYAH NBATUJAJAR,20251779,SMA,DESA GIRIASIH,Giriasih,Kec. Batujajar,Kab. Bandung Barat,Prov. Jawa Barat,40561.0,-6.9006,107.5016,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAS AL-IRSYAD SATYA,20279931,SMA,-,Cipeundeuy,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553.0,-6.8642,107.4772,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAS CAHAYA BANGSA CLASSICAL SCHOOL,20274847,SPK SMA,Cipeundeuy,Cipeundeuy,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553.0,-6.8691,107.4679,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMAS CIPTA MANDIRI CISARUA,20227831,SMA,Kp. Barupadang,Cipada,Kec. Cisarua,Kab. Bandung Barat,Prov. Jawa Barat,40551.0,-6.7763,107.5206,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
