Unnamed: 0,NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
,SMK MUHAMMADIYAH 1 KUNINGAN,20212914,Ciporang,Kec. Kuningan,Kab. Kuningan,45514,-6.97,108.5034,SWASTA,A
,SMK MAN AROFA,69939505,Gasol,Kec. Cugenang,Kab. Cianjur,43252,-6.8126,107.1001,SWASTA,C
,SMKS WIKRAMA 1 GARUT,20275997,Pasawahan,Kec. Tarogong Kaler,Kab. Garut,44151,-7.1718,107.8926,SWASTA,A
,SMK SAHABAT ABAH,69857737,Gintung Kidul,Kec. Ciwaringin,Kab. Cirebon,45167,-6.666513,108.384501,SWASTA,A
,SMKS CENDIKIA MUSLIM,69754780,PARAKAN MUNCANG,Kec. Nanggung,Kab. Bogor,16650,-6.5635,106.5719,SWASTA,A
,SMKS ROSMA,20265292,Adiarsa Barat,Kec. Karawang Barat,Kab. Karawang,41311,-6.3152,107.3089,SWASTA,B
,SMK BHAKTI KENCANA CILEUNYI,20270495,Cileunyi Wetan,Kec. Cileunyi,Kab. Bandung,40622,-6.9413,107.7571,SWASTA,A
,SMKS PEMBANGUNAN GLOBAL,20265291,Pangulah Utara,Kec. Kotabaru,Kab. Karawang,41374,-6.3932,107.4884,SWASTA,B
,SMKN 1 LOSARANG,20216001,Santing,Kec. Losarang,Kab. Indramayu,45253,-6.3904,108.1445,NEGERI,A
,SMK ASY SYIFA  02 PARIGI,69831550,DESA PARAKANMANGGU,KEC. PARIGI,Kab. Pangandaran,46393,-7.5893,108.531,SWASTA,B
,SMKS AL FARABI,20232417,Mekarsari,Kec. Cileungsi,Kab. Bogor,16820,-6.4073,106.9851,SWASTA,B
,SMKS MULIA JAYA ASSADIYYAH,20254282,Bintara,Kec. Bekasi Barat,Kota Bekasi,17134,-6.2289,106.9473,SWASTA,B
,SMK PGRI SUKRA,70051231,Sumuradem,Kec. Sukra,Kab. Indramayu,-,-6.3042,107.9757,SWASTA,Belum/Tidak Terakreditasi
,SMK PUTRA HARAPAN BOGOR,69830391,Pamoyanan,Kec. Kota Bogor Selatan,Kota Bogor,16720,-6.649745,106.797441,SWASTA,B
,SMKS TRIBAKTI PANGALENGAN,20259588,Margamulya,Kec. Pangalengan,Kab. Bandung,40378,-7.173998,107.56726,SWASTA,A
,SMKS RIYADHUL JANNAH CIJAMBE,20233690,Cirangkong,Kec. Cijambe,Kab. Subang,41286,-6.6423,107.829,SWASTA,B
,SMKS SAMUDRA NUSANTARA CIREBON,20214822,Sidamulya,Kec. Astana Japura,Kab. Cirebon,45181,-6.8159,108.6162,SWASTA,B
,SMK MAARIF AL-GHOZALI,69954454,Kumbung,Kec. Rajagaluh,Kab. Majalengka,45472,-6.7975,108.3465,SWASTA,B
,SMK GENERASI 77,69921748,Ciwareng,Kec. Babakancikao,Kab. Purwakarta,41151,-6.5043097,107.4176121,SWASTA,B
,SMKS BINA SARANA CENDEKIA,69759252,Neglasari,Kec. Cibeunying Kaler,Kota Bandung,40124,-6.8979,107.6366,SWASTA,A
,SMKS ISLAM CIAWANG,69775436,Arjasari,Kec. Leuwisari,Kab. Tasikmalaya,46464,-7.3207,108.098,SWASTA,B
,SMKS TERPADU 1 YASPIDA SUKABUMI,20252607,Cipetir,Kec. Kadudampit,Kab. Sukabumi,43153,-6.88625,106.915717,SWASTA,A
,SMKS DEWANTARA,69752157,Karadenan,Kec. Cibinong,Kab. Bogor,16913,-6.5084383,106.80537,SWASTA,A
,SMKS AL RUZHAN,20279869,Cilangkap,Kec. Manonjaya,Kab. Tasikmalaya,46197,-7.356,108.3321,SWASTA,B
,SMKS AL IRSYAD AL ISLAMIYYAH HAURGEULIS,20216011,Cipancuh,Kec. Haurgeulis,Kab. Indramayu,45264,-6.4418,107.9452,SWASTA,B
,SMKN 1 RAWAMERTA,60728562,Pasirkaliki,Kec. Rawamerta,Kab. Karawang,41382,-6.2541,107.3418,NEGERI,B
,SMKS BINA HUSADA MANDIRI,20269693,Jatiluhur,Kec. Jatiasih,Kota Bekasi,17425,-6.3186,106.9472,SWASTA,A
,SMK TIYASA,69956573,Sarimekar,Kec. Jatinunggal,Kab. Sumedang,45373,-6.9544,108.1379,SWASTA,B
,SMK AL AKRAM,69888975,Cipeundeuy,Kec. Jatinunggal,Kab. Sumedang,45376,-6.9418,108.1792,SWASTA,C
,SMKS AS SHIDDIQIN,20257291,Cihaur,Kec. Cibeber,Kab. Cianjur,43262,-6.9385,107.1318,SWASTA,B
,SMKN 1 CIJULANG,20254620,DESA KONDANGJAJAR,KEC. CIJULANG,Kab. Pangandaran,46394,-7.7151,108.4731,NEGERI,A
,SMKS TRI DHARMA 3 BOGOR,20220307,Kedungjaya,Kec. Tanah Sareal,Kota Bogor,16162,-6.561,106.786,SWASTA,A
,SMK AL-MUNAWWARAH,69904592,Babakancaringin,Kec. Karang Tengah,Kab. Cianjur,43281,-6.821,107.1993,SWASTA,C
,SMK KARTIKA XIX-1,20219297,Merdeka,Kec. Sumur Bandung,Kota Bandung,40113,-6.911,107.6255,SWASTA,A
,SMK AZZAHRA,69943804,Sukamulya,Kec. Cipongkor,Kab. Bandung Barat,40764,-6.7829277,107.5756181,SWASTA,B
,SMKS PLUS LABORATORIUM INDONESIA,20254289,Adiarsa Timur,Kec. Karawang Timur,Kab. Karawang,41313,-6.3169,107.3248,SWASTA,A
,SMK SULTHAN BARUNA,69892382,Cisalak,Kec. Cidaun,Kab. Cianjur,43275,-7.4872,107.2536,SWASTA,B
,SMK IT BUSTANUL ULUM,69947333,Cibatu,Kec. Karangnunggal,Kab. Tasikmalaya,46186,-7.6289,108.1932,SWASTA,C
,SMKS IT NAPALA,20268948,Ciderum,Kec. Caringin,Kab. Bogor,16730,-6.7004,106.854,SWASTA,B
,SMKS PATRIOT SUMEDANG,20254178,Kebonjati,Kec. Sumedang Utara,Kab. Sumedang,45621,-6.8331,107.9357,SWASTA,A
,SMKS IT NU,20279934,GIRIMUKTI,Kec. Saguling,Kab. Bandung Barat,40561,-6.9007,107.4299,SWASTA,B
,SMKS PUTRA BANGSA DEPOK,20229229,Kemirimuka,Kec. Beji,Kota Depok,16423,-6.383,106.8272,SWASTA,A
,SMKS BINA TEKNOLOGI AL FATAH,69756183,Bojong Galing,Kec. Bojong Genteng,Kab. Sukabumi,43353,-6.829766,106.729111,SWASTA,B
,SMKS TADIKA PERTIWI,20229231,Cinere,Kec. Cinere,Kota Depok,16514,-6.3401733,106.7818917,SWASTA,A
,SMKS TEKNOLOGI AL-BARKAH,20258502,Kalangsuria,Kec. Rengasdengklok,Kab. Karawang,41352,-6.159,107.2931,SWASTA,B
,SMKS PLUS NUSA PUTRA,20257690,SURADE,Kec. Surade,Kab. Sukabumi,43179,-7.3393,106.5662,SWASTA,B
,SMKS MITRA BAKTI,69852849,Cibuntu,Kec. Cibitung,Kab. Bekasi,17520,-6.274223,107.078709,SWASTA,B
,SMKS PELITA CIANJUR,69843548,Sukamaju,Kec. Cianjur,Kab. Cianjur,43281,-6.8366,107.1688,SWASTA,B
,SMKS PLUS SUKARAJA,20268980,Jatisari,Kec. Karangpawitan,Kab. Garut,44182,-7.5424,107.8462,SWASTA,B
,SMKS FARMASI MUHAMMADIYAH 2 KEDAWUNG,20254048,Kedawung,Kec. Kedawung,Kab. Cirebon,45153,-6.7096,108.5363,SWASTA,B
,SMKS FATAHILLAH CILEUNGSI,20258413,Cipeucang,Kec. Cileungsi,Kab. Bogor,16820,-6.424,107.0399,SWASTA,A
,SMKS MANDIRI HAURGEULIS,20216009,Cipancuh,Kec. Haurgeulis,Kab. Indramayu,45264,-6.4503,107.9472,SWASTA,B
,SMKS AL SHIGHOR PANGENAN,20253549,Ender,Kec. Pangenan,Kab. Cirebon,45182,-6.8297,108.6953,SWASTA,B
,SMKS WAHIDIN ARJAWINANGUN,20244696,Jungjang,Kec. Arjawinangun,Kab. Cirebon,45162,-6.6424,108.4131,SWASTA,B
,SMKN 2 DEPOK,20229220,Sawangan Lama,Kec. Sawangan,Kota Depok,16511,-6.40156,106.7584783,NEGERI,A
,SMKS MANDIRI DEPOK,20229216,Depok,Kec. Pancoran Mas,Kota Depok,16431,-6.3896417,106.8270717,SWASTA,C
,SMK MA ARIF NU TARBIYATUL HUDA CIMARAGAS,69920674,Beber,Kec. Cimaragas,Kab. Ciamis,46381,-7.3698,108.4372,SWASTA,C
,SMKS GARUDA SATYA,20252891,Putat Nutug,Kec. Ciseeng,Kab. Bogor,16120,-6.4645,106.6669,SWASTA,B
,SMKS DWIGUNA,20232538,Pancoran Mas,Kec. Pancoran Mas,Kota Depok,16431,-6.4373983,106.8072293,SWASTA,A
,SMKS JOYOREJO,69728240,Putat Nutug,Kec. Ciseeng,Kab. Bogor,16330,-6.4659,106.667,SWASTA,B
,SMKS HASANUDIN KANDANGHAUR,20253107,Eretan Kulon,Kec. Kandanghaur,Kab. Indramayu,45254,-6.3553,108.1143,SWASTA,A
,SMK INSAN CITA,69888788,Cikakak,Kec. Cikakak,Kab. Sukabumi,43365,-6.962,106.5026,SWASTA,A
,SMKS IT ABU DZAR,60726715,Pagersari,Kec. Pagerageung,Kab. Tasikmalaya,46158,-7.1274,108.1701,SWASTA,B
,SMKS BUANA BAHARI CIREBON,20222170,Karyamulya,Kec. Kesambi,Kota Cirebon,45132,-6.8078,108.5205,SWASTA,A
,SMKS CIPTO,20271775,Kesambi,Kec. Kesambi,Kota Cirebon,45132,-6.7312,108.5532,SWASTA,C
,SMK AL FALAH,69979670,Pasirmulya,Kec. Banjaran,Kab. Bandung,40377,-7.0806,107.5821,SWASTA,C
,SMK NEGERI 4 KUNINGAN,20246369,Cikeusik,Kec. Cidahu,Kab. Kuningan,45595,-6.9566,108.6832,NEGERI,A
,SMK PIRAMIDA,70006290,Haurpugur,Kec. Rancaekek,Kab. Bandung,40394,-6.9779,107.8046,SWASTA,A
,SMK GENTRA PASUNDAN,20269163,Mekarasih,Kec. Simpenan,Kab. Sukabumi,43361,-7.0225,106.6435,SWASTA,C
,SMK 2 AL AMIN SURYADINATA,69894525,Gunung Menyan,Kec. Pamijahan,Kab. Bogor,16630,-6.686888,106.664773,SWASTA,C
,SMKS PASUNDAN 1 SUKABUMI,20229796,Nyomplong,Kec. Warudoyong,Kota Sukabumi,43131,-6.924,106.9231,SWASTA,B
,SMKS YPIB TANJUNGSARI,20258190,Tanjungsari,Kec. Tanjungsari,Kab. Sumedang,45362,-6.9042,107.8033,SWASTA,A
,SMKS JABIR AL HAYYAN,20268296,Giriasih,Kec. Batujajar,Kab. Bandung Barat,40561,-6.8979,107.5038,SWASTA,B
,SMKS MERAH PUTIH CIASEM SUBANG,60728697,Sukamandijaya,Kec. Ciasem,Kab. Subang,41256,-6.3434,107.654,SWASTA,B
,SMKS PERBANKAN INDONESIA,20246723,Kutakarya,Kec. Kutawaluya,Kab. Karawang,41358,-6.167,107.3263,SWASTA,B
,SMKS MUARA ILMU,20279820,Bojong Sari,Kec. Bojongsari,Kota Depok,16521,-6.3835,106.749,SWASTA,B
,SMKS RISMATEK,20276408,Medangasem,Kec. Jayakerta,Kab. Karawang,41352,-6.1156,107.2728,SWASTA,B
,SMK IT BUSTANUL ARIFIN,69881369,Cicangkang Girang,Kec. Sindangkerta,Kab. Bandung Barat,40563,-6.9959,107.3847,SWASTA,B
,SMK PLUS INSAN CEMERLANG,69830586,Karang Tengah,Kec. Babakan Madang,Kab. Bogor,16811,-6.5828,106.9132,SWASTA,C
,SMK ISLAM TERPADU ARAFAH,69881366,Jatimekar,Kec. Jatiasih,Kota Bekasi,17422,-6.305435,106.950203,SWASTA,C
,SMKS BINA MANDIRI,20268871,Bedahan,Kec. Sawangan,Kota Depok,16519,-6.43101,106.7708467,SWASTA,A
,SMKS AN-NAHDLIYAH,69770350,Panguragan,Kec. Panguragan,Kab. Cirebon,45163,-6.7271,108.4329,SWASTA,B
,SMKS PUI CIREBON,20222165,KECAPI,Kec. Harjamukti,Kota Cirebon,45142,-6.7395,108.5494,SWASTA,B
,SMKN 4 BANDUNG,20219144,TURANGGA,Kec. Lengkong,Kota Bandung,40264,-6.9418,107.6285,NEGERI,A
,SMKS AL MARUFI,20268762,Cibeuti,Kec. Kawalu,Kota Tasikmalaya,46182,-7.3796,108.1904,SWASTA,C
,SMKS FARMASI BHAKTI SEJAHTERA JATINANGOR,20254177,Cibeusi,Kec. Jatinangor,Kab. Sumedang,45363,-6.9363,107.7641,SWASTA,A
,SMKS BINA PUTRA MANDIRI,20255780,Parung Panjang,Kec. Parungpanjang,Kab. Bogor,16360,-6.3454,106.5728,SWASTA,A
,SMKS PENDEKAR KARAWANG,20217799,Karangpawitan,Kec. Karawang Barat,Kab. Karawang,41314,-6.2916,107.2937,SWASTA,B
,SMK BHAKTI KARYA,69788557,Sawangan Lama,Kec. Sawangan,Kota Depok,16511,-6.40334,106.7573767,SWASTA,B
,SMKS CITRA NEGARA DEPOK,20232537,Beji,Kec. Beji,Kota Depok,16421,-6.3805,106.8098,SWASTA,A
,SMKS PUJA BANGSA BM,20218412,Karangasih,Kec. Cikarang Utara,Kab. Bekasi,17530,-6.2508,107.1529,SWASTA,B
,SMKS BHAKTI PRAJA PURWAKARTA,20217364,Ciseureuh,Kec. Purwakarta,Kab. Purwakarta,41118,-6.5228,107.4509,SWASTA,B
,SMKN 2 INDRAMAYU,20215997,Pabeanudik,Kec. Indramayu,Kab. Indramayu,45219,-6.3175,108.3273,NEGERI,A
,SMKS KARYA ABADI,69824453,Sukatali,Kec. Situraja,Kab. Sumedang,45371,-6.836736,108.017395,SWASTA,C
,SMKS AL MUNIR,20279814,Jejalen Jaya,Kec. Tambun Utara,Kab. Bekasi,17560,-6.2306,107.0669,SWASTA,A
,SMK BANJAR MANDIRI,69974135,Situbatu,Kec. Banjar,Kota Banjar,46321,-7.3962,108.5278,SWASTA,B
,SMKS KARYA BHAKTI 3 BEKASI,20254026,Margahayu,Kec. Bekasi Timur,Kota Bekasi,17113,-6.254,107.0246,SWASTA,A
,SMKIT AL FIDAA,69952244,Setiamekar,Kec. Tambun Selatan,Kab. Bekasi,17510,-6.2930037,107.0487431,SWASTA,B
,SMKS ISLAM TERISI,20215995,Rajasinga,Kec. Terisi,Kab. Indramayu,45262,-6.487,108.1541,SWASTA,B
,SMK INSAN TEKNOLOGI JATI,20232540,Tapos,Kec. Tapos,Kota Depok,16547,-6.432266,106.884599,SWASTA,B
,SMKS KESEHATAN TUNAS BANGSA,20280617,Cibinong,Kec. Cibinong,Kab. Bogor,16310,-6.49,106.7316,SWASTA,B
,SMK KESEHATAN 1 SUKRA,20271103,Sumuradem Timur,Kec. Sukra,Kab. Indramayu,45257,-6.3112,107.962,SWASTA,B
,SMK KP 2 MAJALAYA,20227946,Lampegan,Kec. Ibun,Kab. Bandung,40384,-7.0677,107.7604,SWASTA,B
,SMKS AL-JAZARI,69786200,Karangpatri,Kec. Pebayuran,Kab. Bekasi,17710,-6.1737,107.2415,SWASTA,C
,SMK PLUS ASSYARI ATUL ULUUM,69954106,Pangadegan,Kec. Rancakalong,Kab. Sumedang,45361,-6.829715,107.846022,SWASTA,C
,SMKS AL-ISHLAH COMPRENG,60730390,Jatireja,Kec. Compreng,Kab. Subang,41258,-6.4154,107.8836,SWASTA,B
,SMKS MUHAMMADIYAH KOTA CIREBON,20253885,Panjunan,Kec. Lemahwungkuk,Kota Cirebon,45112,-6.7147,108.5649,SWASTA,B
,SMKIT AL MUSTHAFAWIYAH,69948173,Sukakarya,Kec. Megamendung,Kab. Bogor,16770,-6.6856,106.9011,SWASTA,A
,SMKS BUDAYA BANGSA,20246140,Kopo,Kec. Bojong Loa Kaler,Kota Bandung,40233,-6.9377,107.5886,SWASTA,B
,SMK PLUS DARUNNAJAH PADAHERANG,69928466,DESA MARUYUNGSARI,KEC. PADAHERANG,Kab. Pangandaran,46384,-7.5079,108.7321,SWASTA,B
,SMKS AL KAUTSAR KALIPUCANG,20254632,DESA BANJARHARJA,KEC. KALIPUCANG,Kab. Pangandaran,46397,-7.6255,108.7349,SWASTA,B
,SMKS TIRTAJAYA,20276178,Tirtajaya,Kec. Sukmajaya,Kota Depok,16412,-6.4111183,106.8279983,SWASTA,A
,SMK DUTA PRATAMA INDONESIA,69840939,Cipawitra,Kec. Mangkubumi,Kota Tasikmalaya,46181,-7.3348,108.1544,SWASTA,A
,SMKS PUTRA BANGSA,60725232,Cibening,Kec. Setu,Kab. Bekasi,17320,-6.3403,107.0633,SWASTA,B
,SMKS CYBER MEDIA UTAMA,20253579,Kalisuren,Kec. Tajurhalang,Kab. Bogor,16320,-6.468,106.7339,SWASTA,C
,SMKS PGRI JATIWANGI,20247189,Ciborelang,Kec. Jatiwangi,Kab. Majalengka,45454,-6.7265,108.2711,SWASTA,A
,SMKS YZA 2 BOGOR,20245286,Sindangsari,Kec. Kota Bogor Timur,Kota Bogor,16146,-6.6512167,106.8455433,SWASTA,B
,SMKS BINA MANDIRI,20268916,Calingcing,Kec. Sukahening,Kab. Tasikmalaya,46155,-7.2056,108.1319,SWASTA,A
,SMKS TERPADU BINA INSAN,69916895,Legok Kidul,Kec. Paseh,Kab. Sumedang,45381,-6.802,107.9955,SWASTA,B
,SMK Bidara Mukti Garut,69849584,Sukahaji,Kec. Sukawening,Kab. Garut,44184,-7.1221,107.9909,SWASTA,B
,SMKS BINA PUTRA,69917680,Bantarjaya,Kec. Pebayuran,Kab. Bekasi,17710,-6.1532657,107.2634929,SWASTA,C
,SMKS BINA MULIA,20232534,Pasir Putih,Kec. Sawangan,Kota Depok,16519,-6.4263,106.7847,SWASTA,A
,SMK COKROAMINOTO,69966961,Serangmekar,Kec. Ciparay,Kab. Bandung,40381,-7.0331,107.7035,SWASTA,C
,SMKS SIRAJUL FALAH PARUNG,20258518,Bojong Indah,Kec. Parung,Kab. Bogor,16330,-6.4311,106.7057,SWASTA,B
,SMK DINAMIKA INSAN MANDIRI KOTA BEKASI,69948381,Jaka Setia,Kec. Bekasi Selatan,Kota Bekasi,17147,-6.2713183,106.9678767,SWASTA,B
,SMKS PLUS MUHAJIRIN,20272030,Pasirlayung,Kec. Cibeunying Kidul,Kota Bandung,40192,-6.896,107.6592,SWASTA,B
,SMKS DAARUT TAUHIID,20272025,Gegerkalong,Kec. Sukasari,Kota Bandung,40153,-6.8642,107.5895,SWASTA,A
,SMKS AGRIBISNIS DAN AGROTEKNOLOGI AMERTA,20258339,Megamendung,Kec. Megamendung,Kab. Bogor,16770,-6.6916,106.9135,SWASTA,A
,SMKS IBNU HAMZAH,20232451,Cirimekar,Kec. Cibinong,Kab. Bogor,16919,-6.4685817,106.8552017,SWASTA,B
,SMK YAMSIK KUNINGAN,20212934,Kuningan,Kec. Kuningan,Kab. Kuningan,45511,-6.9789,108.4867,SWASTA,B
,SMK AL-MIZAB,20268787,Panumbangan,Kec. Jampang Tengah,Kab. Sukabumi,43171,-7.0495,106.8047,SWASTA,B
,SMKS BINA TEKNOLOGI,69948331,Majasetra,Kec. Majalaya,Kab. Bandung,40382,-7.027621,107.757121,SWASTA,B
,SMKS TARUNA HARAPAN 1,20279930,Ciptaharja,Kec. Cipatat,Kab. Bandung Barat,40754,-6.8307,107.3755,SWASTA,A
,SMK NU REHOBOT KROYA,69831540,Jayamulya,Kec. Kroya,Kab. Indramayu,45265,-6.4624,107.9788,SWASTA,B
,SMKS BHINNEKA KARAWANG,20217792,Karawang Kulon,Kec. Karawang Barat,Kab. Karawang,41311,-6.3034,107.2922,SWASTA,A
,SMKN 2 CIKARANG BARAT,20218377,Kalijaya,Kec. Cikarang Barat,Kab. Bekasi,17530,-6.265,107.1355,NEGERI,A
,SMKS HIJAU MUDA,20245437,Karangraharja,Kec. Cikarang Utara,Kab. Bekasi,17530,-6.2628,107.1769,SWASTA,B
,SMK AL-ISTIQOMAH RANCAH,69972351,Kiarapayung,Kec. Rancah,Kab. Ciamis,46387,-7.210529,108.463541,SWASTA,B
,SMKN 1 SAGARANTEN,20253844,Sagaranten,Kec. Sagaranten,Kab. Sukabumi,43181,-7.2076,106.8813,NEGERI,A
,SMKS ICB CINTA WISATA,20219293,Cihaurgeulis,Kec. Cibeunying Kaler,Kota Bandung,40122,-6.8994,107.6334,SWASTA,A
,SMKS BISNIS INFORMATIKA BEKASI,20223121,Bojong Menteng,Kec. Rawalumbu,Kota Bekasi,17117,-6.2999,106.9889,SWASTA,A
,SMKS AR RAHMAH,20254089,Selaawi,Kec. Sukaraja,Kab. Sukabumi,43192,-6.904114,106.985047,SWASTA,B
,SMKS BINA PUTERA BANJAR,20225284,Mekarsari,Kec. Banjar,Kota Banjar,46311,-7.385035,108.535197,SWASTA,B
,SMKS AS SULAIMANIYYAH,20271161,Sukawangi,Kec. Warungkondang,Kab. Cianjur,43261,-6.8538,107.0956,SWASTA,B
,SMKS LENTERA BANGSA KARAWANG,20237425,Karyasari,Kec. Rengasdengklok,Kab. Karawang,41352,-6.1932,107.2993,SWASTA,A
,SMK GLOBAL SURYA PRATAMA,69908501,Mekarsari,Kec. Cileungsi,Kab. Bogor,-,-6.4320784,107.0143842,SWASTA,B
,SMKS PONDOK UNGU PERMAI,20252557,Kaliabang Tengah,Kec. Bekasi Utara,Kota Bekasi,17125,-6.1813,107.0007,SWASTA,A
,SMKS KARYA INSANI,69728750,Sukaresmi,Kec. Megamendung,Kab. Bogor,16770,-6.6896,106.902,SWASTA,Belum/Tidak Terakreditasi
,SMKS KESEHATAN PRIMA MULIA,69768247,Bojong,Kec. Klapanunggal,Kab. Bogor,16710,-6.4445,107.0025,SWASTA,B
,SMKS PERSADA HUSADA INDONESIA,69774832,Jatisari,Kec. Jatiasih,Kota Bekasi,17426,-6.3362,106.9506,SWASTA,A
,SMKS TUNAS WISATA INDONESIA,20223088,Jatibening,Kec. Pondokgede,Kota Bekasi,17412,-6.2607,106.944,SWASTA,B
,SMK KP 1 MAJALAYA,20227945,Majalaya,Kec. Majalaya,Kab. Bandung,40382,-7.047236,107.75641,SWASTA,A
,SMKS CIPTA SKILL,20272032,Cihaurgeulis,Kec. Cibeunying Kaler,Kota Bandung,40122,-6.9008,107.6318,SWASTA,A
,SMK AGRO,69968414,Sarimekar,Kec. Jatinunggal,Kab. Sumedang,45376,-6.9402,108.1385,SWASTA,C
,SMKS AL MANAR,20276075,Kertahayu,Kec. Pamarican,Kab. Ciamis,46382,-7.451,108.5663,SWASTA,B
,SMKS TERPADU YAKPIDATEK,20254627,Dewasari,Kec. Cijeungjing,Kab. Ciamis,46271,-7.3251,108.3801,SWASTA,B
,SMKS VINAMA 2 BEKASI,20253971,Kaliabang Tengah,Kec. Bekasi Utara,Kota Bekasi,17125,-6.1788,106.9991,SWASTA,A
,SMKS BINA BANGSA INDONESIA,69760683,Nagrog,Kec. Cicalengka,Kab. Bandung,40395,-7.0017,107.8586,SWASTA,B
,SMKS KESEHATAN BHAKTI KENCANA SUBANG,20254107,Dangdeur,Kec. Subang,Kab. Subang,41212,-6.5595,107.7532,SWASTA,A
,SMKS PELITA CIAMPEA 2,20200607,Benteng,Kec. Ciampea,Kab. Bogor,16620,-6.593888,106.691646,SWASTA,A
,SMKS ASSHIDDIQIYAH,20258299,Sucikaler,Kec. Karangpawitan,Kab. Garut,44182,-7.2133787,107.9257172,SWASTA,B
,SMK GUNA DHARMA NUSANTARA,20256566,Tenjolaya,Kec. Cicalengka,Kab. Bandung,40395,-6.9791,107.8412,SWASTA,A
,SMKS AL-HIKMAH KARANGAMPEL,69728102,Sendang,Kec. Karangampel,Kab. Indramayu,45283,-6.4527,108.4646,SWASTA,B
,SMKN 1 CIBARUSAH,20244734,Wibawamulya,Kec. Cibarusah,Kab. Bekasi,17340,-6.4141,107.1086,NEGERI,B
,SMKS SATRIA MANDALA,20276191,Songgom,Kec. Gekbrong,Kab. Cianjur,43256,-6.8679,107.06,SWASTA,B
,SMK ISLAM TAMAN FIRDAUS,69939986,Purwasari,Kec. Cicurug,Kab. Sukabumi,43359,-6.783405,106.786895,SWASTA,C
,SMKS BANDUNG SELATAN 1 BANDUNG,20219304,Cibaduyut Kidul,Kec. Bojong Loa Kidul,Kota Bandung,40239,-6.9582,107.5912,SWASTA,A
,SMKS PUTRA NEGARA,20231436,Jonggol,Kec. Jonggol,Kab. Bogor,16830,-6.4651,107.0683,SWASTA,B
,SMKS JAYA MANDIRI,20279872,Margaluyu,Kec. Manonjaya,Kab. Tasikmalaya,46197,-7.3505,108.3032,SWASTA,B
,SMK IT AN NABA,69853507,Bantarjati,Kec. Kota Bogor Utara,Kota Bogor,16153,-6.571975,106.809049,SWASTA,B
,SMK AGRAPURA PARAHITA,69830092,Balegede,Kec. Naringgul,Kab. Cianjur,43274,-7.2689,107.3583,SWASTA,C
,SMKS JAYABEKA 02 KARAWANG,20244795,Karangligar,Kec. Teluk Jambe Barat,Kab. Karawang,41361,-6.3363,107.2523,SWASTA,A
,SMKS BINA PROFESI MANDIRI,20252561,Pengasinan,Kec. Rawalumbu,Kota Bekasi,17115,-6.2738,107.008,SWASTA,C
,SMKN PERTANIAN,60728565,Adiarsa Timur,Kec. Karawang Timur,Kab. Karawang,41314,-6.3191,107.3226,NEGERI,B
,SMK NUSANTARA AKHFAS,69939998,Juntikebon,Kec. Juntinyuat,Kab. Indramayu,45282,-6.4411,108.4427,SWASTA,C
,SMKS KUJANG PILAWA,20268501,Babakankaret,Kec. Cianjur,Kab. Cianjur,43251,-6.7904,107.1287,SWASTA,B
,SMK AR-RAHMAH BOGOR,70040380,Koleang,Kec. Jasinga,Kab. Bogor,16670,-6.4601,106.4436,SWASTA,B
,SMKS BINA PRESTASI,20218372,Lambangsari,Kec. Tambun Selatan,Kab. Bekasi,17514,-6.2787,107.041,SWASTA,A
,SMKS ADZIKRO NAGREG,69930324,NAGREG KENDAN,Kec. Nagreg,Kab. Bandung,40397,-7.0122,107.8967,SWASTA,B
,SMKS PERJUANGAN,69733997,Cihanjuang Rahayu,Kec. Parongpong,Kab. Bandung Barat,40559,-6.8107,107.5762,SWASTA,C
,SMKS CAKRAWALA,69755439,Waringin Jaya,Kec. Bojong Gede,Kab. Bogor,16320,-6.5068,106.7871,SWASTA,B
,SMK NEGERI 1 TANGGEUNG,20252210,Tanggeung,Kec. Tanggeung,Kab. Cianjur,43267,-7.2634,107.119,NEGERI,A
,SMK KARYA PUTRA BANGSA,20270782,Cimpaeun,Kec. Tapos,Kota Depok,16959,-6.4535,106.8664,SWASTA,B
,SMK KESEHATAN PRIMA INDONESIA,69856223,Kebalen,Kec. Babelan,Kab. Bekasi,17610,-6.1794,107.0409,SWASTA,A
,SMK NEGERI 14 KOTA BEKASI,69949162,Jatikarya,Kec. Jati Sampurna,Kota Bekasi,17435,-6.3913,106.9158,NEGERI,A
,SMKN 1 SUKABUMI,60726515,Sudajaya Girang,Kec. Sukabumi,Kab. Sukabumi,43151,-6.8801,106.9545,NEGERI,B
,SMKS IPTEK SANGGA BUANA,20265214,Cintaasih,Kec. Pangkalan,Kab. Karawang,41362,-6.5096,107.2181,SWASTA,B
,SMK PLUS MADYA KUSUMAH,69985008,Pamijahan,Kec. Bantarkalong,Kab. Tasikmalaya,46187,-7.5724,108.0881,SWASTA,C
,SMKS PELITA CENDEKIA BANGSA,69752270,Manggungjaya,Kec. Rajapolah,Kab. Tasikmalaya,46155,-7.2211,108.1952,SWASTA,B
,SMKS TRAVINA PRIMA,20223090,Perwira,Kec. Bekasi Utara,Kota Bekasi,17122,-6.2058,107.0085,SWASTA,A
,SMK BINA NUSA,20255009,Kebalen,Kec. Babelan,Kab. Bekasi,17610,-6.1884,107.0394,SWASTA,B
